existence_confidence,target,lemmed_tweets,stemmed_tweets
0.5768,1,sec warns publically held company advise investor risk,sec warn public held compani advis investor risk
1.0,1,save whale theyll save,save whale theyll save
0.6285,1,al gore ira snake come aisle wouldnt long debate dawdle,al gore ira snake come aisl wouldnt long debat dawdl
1.0,1,leader burner,leader burner
0.5932,2,wwfclimate carbondiplomacy grape wrath trouble do mean agriculture,wwfclimat carbondiplomaci grape wrath troubl doe mean agricultur
0.8068,1,get allergy jonah goldberg blame time magazine allergy bad blame,got allergi jonah goldberg blame time magazin allergi wors blame
1.0,1,allergy get bad,allergi get wors
0.6058,1,watch pb dim sun npr cleaner air actually intensify warmingmore,watch pb dim sun npr cleaner air actual intensifi warmingmor
1.0,1,chioxfamaction people poor country time likely affected disaster cause developed world,chioxfamact peopl poor countri time like affect disast caus develop world
0.5911,2,italy phd programme science management phd programme science management c,itali phd programm scienc manag phd programm scienc manag c
1.0,1,oxfam devastate rural ethiopian community,oxfam devast rural ethiopian commun
0.6058,1,alexi giannoulias believe put price pollutant spur development alternative technology p ilsen,alexi giannoulia believ put price pollut spur develop altern technolog p ilsen
0.6812,2,green olympic athlete push action,green olymp athlet push action
0.8206,1,dc ft work greenpeace stop hrget involve greenpeace,dc ft work greenpeac stop hrget involv greenpeac
1.0,1,health effect big deal epsclimate impact extend human health,health effect big deal epsclim impact extend human health
1.0,1,cause ocean chemistry unprecedented rate,caus ocean chemistri unpreced rate
1.0,1,good,good
0.7953,1,allergy bad blame timecom,allergi wors blame timecom
0.6008,1,arkarthick bat bird lizard fight wire,arkarthick bat bird lizard fight wire
1.0,1,just sign earthday petition action rockthevote,just sign earthday petit action rockthevot
0.6413,1,treat curable disease,treat curabl diseas
0.8037,1,believe vallejo timesherald editorial keep debate honest,believ vallejo timesherald editori keep debat honest
1.0,1,ccx member motorola work solution address challenge,ccx member motorola work solut address challeng
0.5048,2,manyko bolivian president blame capitalism,manyko bolivian presid blame capit
0.7949,1,interest point macroprobs like solve politician need solve immediate probs reelection,interest point macroprob like solv politician need solv immedi prob reelect
1.0,1,motherjones gift increase allergy attack,motherjon gift increas allergi attack
0.6272,1,effect midcontinent download view animation,effect midcontin download view anim
1.0,1,ready let lawmaker know tell sign petition drop hint,readi let lawmak know tell sign petit drop hint
0.7894,1,umc expands policy carbon emission reduction goal,umc expand polici carbon emiss reduct goal
1.0,1,allergy bad blame thanks unusually cold snowy winter follow earl,allergi wors blame thank unusu cold snowi winter follow earl
0.5906,1,ridiculous give denier nature sarah palin discovery,ridicul give denier natur sarah palin discoveri
0.6058,1,report allergy season bad read time really suck,report allergi season wors read time realli suck
1.0,1,coda automotive laud innovation technology effort combat air pollution,coda automot laud innov technolog effort combat air pollut
0.8026,1,report claim blame increase allergy,report claim blame increas allergi
1.0,1,tulip midapril chicago love,tulip midapril chicago love
1.0,1,make allergy bad million american hit asthma hardest wwf climatewire globalwarming,make allergi wors million american hit asthma hardest wwf climatewir globalwarm
1.0,1,degree april eh hellooo nice meet u,degre april eh hellooo nice meet u
1.0,1,rejoice ny time mention crop wild relative article adapt agriculture,rejoic ny time mention crop wild rel articl adapt agricultur
0.8075,1,document call • àglobal regime • à tackle,document call • àglobal regim • à tackl
1.0,1,highcountrynews npca glacier go namesake nat park usgs report,highcountrynew npca glacier gone namesak nat park usg report
1.0,1,solveclimate feel heat come erwin jackson institute,solveclim feel heat come erwin jackson institut
0.8159,1,uk lead way city schumacher college mobilise democracy tackle,uk lead way citi schumach colleg mobilis democraci tackl
1.0,1,exclusive raise cost allergy,exclus rais cost allergi
0.5941,2,energyboom harvard mit receive million study health environmental impact,energyboom harvard mit receiv million studi health environment impact
0.6172,1,sen kerry write hill today lead,sen kerri write hill today lead
0.8041,1,fight front,fight front
1.0,1,bluepractice clothing industry start place yvon chouinard patagonia fortunegreen,bluepractic cloth industri start place yvon chouinard patagonia fortunegreen
0.5861,1,filmmaker travel globe people fight,filmmak travel globe peopl fight
0.6723,1,filmmaker travel globe people fight filmmaker travel globe people,filmmak travel globe peopl fight filmmak travel globe peopl
1.0,1,effort remake america energy future fight harm spur gulf oilspill,effort remak america energi futur fight harm spur gulf oilspil
0.5889,1,catastrophic average person life think unemployment planet decade,catastroph averag person life think unemploy planet decad
1.0,1,arctic ice loss accelerate research topnews new zealand get bad tha,arctic ice loss acceler research topnew new zealand get wors tha
1.0,1,plant effective way tackle washington apr ani plant leaf account,plant effect way tackl washington apr ani plant leav account
0.7871,1,namibia govt active,namibia govt activ
1.0,1,plant effective way tackle,plant effect way tackl
0.6007,1,just read general say threatens america security,just read gener say threaten america secur
1.0,1,glacial melt unplug volcano earthweek diary planet eruption glacial vol,glacial melt unplug volcano earthweek diari planet erupt glacial vol
0.7739,2,military general admiral threaten,militari gener admir threaten
0.6162,1,shore drilling threatens wildlife contributes urge obama expand drilling,shore drill threaten wildlif contribut urg obama expand drill
1.0,1,allgov news isnt bad • àif youre frozen reach canada warmer temperature,allgov news isnt bad • àif your frozen reach canada warmer temperatur
0.6025,1,government report say cause cancer mental illness new government report say warmin,govern report say caus cancer mental ill new govern report say warmin
0.6104,1,pick steam obama science adviser say john p holdren obamas science adviser dis,pick steam obama scienc advis say john p holdren obama scienc advis di
0.8235,1,theclimatedesk lyme disease cost gt billion year make pricier,theclimatedesk lyme diseas cost gt billion year make pricier
0.7991,2,whale excrement check topnews united state new researcher carry australian antarc,whale excrement check topnew unit state new research carri australian antarc
0.6186,2,government report say cause cancer mental illness cnsnewscom matt cover staff writer cn,govern report say caus cancer mental ill cnsnewscom matt cover staff writer cn
0.5966,1,report save whale theyll save need proof proble,report save whale theyll save need proof probl
1.0,1,fishmark wine grape best earlywarning effect,fishmark wine grape best earlywarn effect
0.5906,1,wine grape best earlywarning effect,wine grape best earlywarn effect
1.0,1,epa indicator report show evidence,epa indic report show evid
0.7965,1,epa indicator report show evidence natural resource defense counc,epa indic report show evid natur resourc defens counc
0.6943,2,syed husin want know effect malaysia,sy husin want know effect malaysia
0.7984,1,cleaner air speed,cleaner air speed
0.5851,1,whale poo fight rob mayeda lori preuitt star trek iv voyage home convince t,whale poo fight rob mayeda lori preuitt star trek iv voyag home convinc t
0.7844,1,new fact support case recent letterwriter charles kesner outoftouch reliable ne,new fact support case recent letterwrit charl kesner outoftouch reliabl ne
1.0,1,study threatens health,studi threaten health
1.0,1,panteraonca slideshow alaska effect,panteraonca slideshow alaska effect
0.5837,1,vino veritas delicate wine grape best earlywarning effect,vino verita delic wine grape best earlywarn effect
0.6369,1,conservation international gift help prevent provide habitat endanger specie,conserv intern gift help prevent provid habitat endang speci
1.0,1,real consequence,real consequ
1.0,1,contributes rapidly increase ocean acidification national research council warn,contribut rapidli increas ocean acidif nation research council warn
1.0,1,threatens ca mau province ca mau • à southernmost province ca mau locality v,threaten ca mau provinc ca mau • à southernmost provinc ca mau local v
1.0,1,mean local storm,mean local storm
1.0,1,cleaner air actually intensify npr staff world marked earth day past w,cleaner air actual intensifi npr staff world mark earth day past w
1.0,1,renewable energy advance • à ocean saltiness show pull data million salinity,renew energi advanc • à ocean salti show pull data million salin
0.83,1,key fix china magazine late november energy secretary steven chu,key fix china magazin late novemb energi secretari steven chu
